Chemical,Monitor,Date Time ,Reading
Chlorodinine,9,4/4/16 3:00,0.203955
AGOC-3A,9,4/4/16 3:00,0.200008
Methylosmolene,5,4/4/16 3:00,0.197468
Methylosmolene,4,4/4/16 3:00,0.192295
Methylosmolene,1,4/4/16 3:00,0.185384
AGOC-3A,2,4/4/16 3:00,0.168833
Methylosmolene,6,4/4/16 3:00,0.166218
Appluimonia,9,4/4/16 3:00,0.128958
Chlorodinine,4,4/4/16 3:00,0.120144
Chlorodinine,7,4/4/16 3:00,0.103993
Appluimonia,6,4/4/16 3:00,0.0793595
Appluimonia,1,4/4/16 3:00,0.0672504
AGOC-3A,1,4/4/16 3:00,0.0206849
Appluimonia,3,4/4/16 4:00,2.07215
Methylosmolene,7,4/4/16 4:00,1.35221
Chlorodinine,8,4/4/16 4:00,1.31299
Methylosmolene,3,4/4/16 4:00,0.888415
Methylosmolene,1,4/4/16 4:00,0.637885
Appluimonia,8,4/4/16 4:00,0.565778
Methylosmolene,4,4/4/16 4:00,0.520917
Appluimonia,1,4/4/16 4:00,0.492266
Appluimonia,5,4/4/16 4:00,0.474018
AGOC-3A,3,4/4/16 4:00,0.470895
Chlorodinine,6,4/4/16 4:00,0.45947
AGOC-3A,6,4/4/16 4:00,0.430047
Methylosmolene,2,4/4/16 4:00,0.425985
Appluimonia,4,4/4/16 4:00,0.377743
Chlorodinine,3,4/4/16 4:00,0.337392
AGOC-3A,1,4/4/16 4:00,0.330148
Appluimonia,7,4/4/16 4:00,0.302651
Appluimonia,6,4/4/16 4:00,0.301318
Chlorodinine,5,4/4/16 4:00,0.270871
Chlorodinine,4,4/4/16 4:00,0.264173
Methylosmolene,6,4/4/16 4:00,0.260363
Methylosmolene,9,4/4/16 4:00,0.185568
Chlorodinine,2,4/4/16 4:00,0.180822
Chlorodinine,9,4/4/16 4:00,0.176429
Methylosmolene,8,4/4/16 4:00,0.168622
Appluimonia,2,4/4/16 4:00,0.135534
AGOC-3A,9,4/4/16 4:00,0.129228
Methylosmolene,5,4/4/16 4:00,0.109531
Appluimonia,9,4/4/16 4:00,0.0867743
AGOC-3A,2,4/4/16 4:00,0.0808034
AGOC-3A,8,4/4/16 4:00,0.0678043
Chlorodinine,7,4/4/16 4:00,0.0646233
AGOC-3A,4,4/4/16 4:00,0.0413477
Chlorodinine,1,4/4/16 4:00,0.0247417
AGOC-3A,5,4/4/16 4:00,0.0189208
AGOC-3A,7,4/4/16 4:00,0.0161915
Appluimonia,3,4/4/16 5:00,3.09481
Appluimonia,6,4/4/16 5:00,0.834586
AGOC-3A,3,4/4/16 5:00,0.781335
Methylosmolene,6,4/4/16 5:00,0.629209
Methylosmolene,2,4/4/16 5:00,0.617097
Chlorodinine,8,4/4/16 5:00,0.615933
Appluimonia,1,4/4/16 5:00,0.571509
Appluimonia,7,4/4/16 5:00,0.563141
Appluimonia,5,4/4/16 5:00,0.523494
AGOC-3A,8,4/4/16 5:00,0.466786
Appluimonia,4,4/4/16 5:00,0.444411
Chlorodinine,7,4/4/16 5:00,0.442695
AGOC-3A,6,4/4/16 5:00,0.434169
Methylosmolene,8,4/4/16 5:00,0.432394
Methylosmolene,5,4/4/16 5:00,0.416789
AGOC-3A,7,4/4/16 5:00,0.407444
Chlorodinine,1,4/4/16 5:00,0.330735
Methylosmolene,1,4/4/16 5:00,0.326689
Methylosmolene,9,4/4/16 5:00,0.319605
Appluimonia,8,4/4/16 5:00,0.311258
Methylosmolene,3,4/4/16 5:00,0.283319
Methylosmolene,7,4/4/16 5:00,0.269197
Chlorodinine,2,4/4/16 5:00,0.243429
Chlorodinine,5,4/4/16 5:00,0.223901
AGOC-3A,9,4/4/16 5:00,0.219361
AGOC-3A,4,4/4/16 5:00,0.170882
AGOC-3A,2,4/4/16 5:00,0.169938
AGOC-3A,5,4/4/16 5:00,0.161522
Appluimonia,9,4/4/16 5:00,0.160618
Methylosmolene,4,4/4/16 5:00,0.1579
Chlorodinine,3,4/4/16 5:00,0.116469
Chlorodinine,4,4/4/16 5:00,0.110124
Chlorodinine,6,4/4/16 5:00,0.0808983
Chlorodinine,9,4/4/16 5:00,0.0573799
AGOC-3A,1,4/4/16 5:00,0.0526441
Appluimonia,2,4/4/16 5:00,0.00159828
Chlorodinine,6,4/4/16 6:00,5.66748
Appluimonia,7,4/4/16 6:00,2.61694
AGOC-3A,3,4/4/16 6:00,0.839648
Chlorodinine,3,4/4/16 6:00,0.800722
AGOC-3A,8,4/4/16 6:00,0.791694
Chlorodinine,7,4/4/16 6:00,0.789909
Appluimonia,5,4/4/16 6:00,0.719882
AGOC-3A,6,4/4/16 6:00,0.601054
AGOC-3A,9,4/4/16 6:00,0.545601
Methylosmolene,1,4/4/16 6:00,0.529763
Chlorodinine,8,4/4/16 6:00,0.525996
Methylosmolene,4,4/4/16 6:00,0.498784
Appluimonia,6,4/4/16 6:00,0.462628
Appluimonia,2,4/4/16 6:00,0.447014
Methylosmolene,9,4/4/16 6:00,0.370721
Chlorodinine,5,4/4/16 6:00,0.343213
Appluimonia,1,4/4/16 6:00,0.339481
Methylosmolene,8,4/4/16 6:00,0.329425
Methylosmolene,5,4/4/16 6:00,0.317672
AGOC-3A,2,4/4/16 6:00,0.302787
Chlorodinine,4,4/4/16 6:00,0.278474
Appluimonia,8,4/4/16 6:00,0.25498
AGOC-3A,7,4/4/16 6:00,0.23748
Appluimonia,3,4/4/16 6:00,0.220383
Chlorodinine,2,4/4/16 6:00,0.18958
Methylosmolene,6,4/4/16 6:00,0.186837
AGOC-3A,1,4/4/16 6:00,0.176561
Chlorodinine,1,4/4/16 6:00,0.123801
Methylosmolene,7,4/4/16 6:00,0.122979
Methylosmolene,2,4/4/16 6:00,0.102991
Chlorodinine,9,4/4/16 6:00,0.0712478
Methylosmolene,3,4/4/16 6:00,0.0666572
AGOC-3A,4,4/4/16 6:00,0.0495355
Appluimonia,4,4/4/16 6:00,0.0315143
AGOC-3A,5,4/4/16 6:00,0.0300041
Appluimonia,9,4/4/16 6:00,0.0150097
Chlorodinine,6,4/4/16 7:00,9.15016
Chlorodinine,7,4/4/16 7:00,1.7652
AGOC-3A,3,4/4/16 7:00,1.66517
Chlorodinine,3,4/4/16 7:00,1.45517
Chlorodinine,8,4/4/16 7:00,0.850252
Methylosmolene,8,4/4/16 7:00,0.845043
AGOC-3A,6,4/4/16 7:00,0.692801
Appluimonia,3,4/4/16 7:00,0.689833
Appluimonia,4,4/4/16 7:00,0.53847
Chlorodinine,9,4/4/16 7:00,0.448035
Chlorodinine,2,4/4/16 7:00,0.423119
Methylosmolene,2,4/4/16 7:00,0.416606
AGOC-3A,2,4/4/16 7:00,0.39996
AGOC-3A,7,4/4/16 7:00,0.389304
AGOC-3A,1,4/4/16 7:00,0.374272
Appluimonia,5,4/4/16 7:00,0.335527
Methylosmolene,9,4/4/16 7:00,0.329884
Appluimonia,9,4/4/16 7:00,0.328244
AGOC-3A,8,4/4/16 7:00,0.313108
Methylosmolene,6,4/4/16 7:00,0.310209
Appluimonia,6,4/4/16 7:00,0.302336
Methylosmolene,1,4/4/16 7:00,0.293308
Appluimonia,7,4/4/16 7:00,0.232915
Methylosmolene,7,4/4/16 7:00,0.214581
Chlorodinine,1,4/4/16 7:00,0.187162
Methylosmolene,4,4/4/16 7:00,0.170572
AGOC-3A,4,4/4/16 7:00,0.146501
Appluimonia,2,4/4/16 7:00,0.144946
Chlorodinine,4,4/4/16 7:00,0.139425
Appluimonia,1,4/4/16 7:00,0.134392
Methylosmolene,5,4/4/16 7:00,0.117851
AGOC-3A,5,4/4/16 7:00,0.11129
AGOC-3A,9,4/4/16 7:00,0.0723374
Methylosmolene,3,4/4/16 7:00,0.0598929
Appluimonia,8,4/4/16 7:00,0.0565336
Chlorodinine,5,4/4/16 7:00,0.0146341
Chlorodinine,6,4/4/16 8:00,8.38336
AGOC-3A,3,4/4/16 8:00,2.50858
AGOC-3A,7,4/4/16 8:00,0.715182
Appluimonia,6,4/4/16 8:00,0.632906
Methylosmolene,6,4/4/16 8:00,0.593391
Chlorodinine,7,4/4/16 8:00,0.591206
Chlorodinine,2,4/4/16 8:00,0.585491
Chlorodinine,3,4/4/16 8:00,0.54959
Appluimonia,8,4/4/16 8:00,0.539446
Methylosmolene,8,4/4/16 8:00,0.480075
AGOC-3A,2,4/4/16 8:00,0.425948
Appluimonia,5,4/4/16 8:00,0.404069
Chlorodinine,1,4/4/16 8:00,0.396144
Methylosmolene,7,4/4/16 8:00,0.366612
AGOC-3A,4,4/4/16 8:00,0.343054
AGOC-3A,5,4/4/16 8:00,0.328846
Appluimonia,2,4/4/16 8:00,0.302673
Chlorodinine,9,4/4/16 8:00,0.269967
Methylosmolene,3,4/4/16 8:00,0.261941
Chlorodinine,8,4/4/16 8:00,0.256286
Appluimonia,9,4/4/16 8:00,0.25277
Methylosmolene,1,4/4/16 8:00,0.247387
Methylosmolene,9,4/4/16 8:00,0.233393
AGOC-3A,9,4/4/16 8:00,0.231579
Appluimonia,1,4/4/16 8:00,0.215675
Methylosmolene,2,4/4/16 8:00,0.181374
AGOC-3A,6,4/4/16 8:00,0.175215
Methylosmolene,4,4/4/16 8:00,0.165474
AGOC-3A,8,4/4/16 8:00,0.148113
Appluimonia,7,4/4/16 8:00,0.1258
AGOC-3A,1,4/4/16 8:00,0.1206
Methylosmolene,5,4/4/16 8:00,0.097027
Appluimonia,3,4/4/16 8:00,0.0658116
Chlorodinine,4,4/4/16 8:00,0.0566686
Appluimonia,4,4/4/16 8:00,0.0505891
Chlorodinine,5,4/4/16 8:00,0.0204789
Chlorodinine,6,4/4/16 9:00,9.4983
Chlorodinine,3,4/4/16 9:00,3.48857
Appluimonia,3,4/4/16 9:00,1.13932
AGOC-3A,3,4/4/16 9:00,0.902028
Appluimonia,5,4/4/16 9:00,0.885453
Appluimonia,6,4/4/16 9:00,0.776429
Chlorodinine,2,4/4/16 9:00,0.711143
Chlorodinine,1,4/4/16 9:00,0.624165
Appluimonia,8,4/4/16 9:00,0.611838
AGOC-3A,8,4/4/16 9:00,0.602669
Appluimonia,2,4/4/16 9:00,0.588886
Methylosmolene,3,4/4/16 9:00,0.557571
Appluimonia,1,4/4/16 9:00,0.542976
Methylosmolene,8,4/4/16 9:00,0.536686
Methylosmolene,7,4/4/16 9:00,0.50567
Appluimonia,9,4/4/16 9:00,0.475442
Appluimonia,7,4/4/16 9:00,0.467148
Chlorodinine,7,4/4/16 9:00,0.437928
Appluimonia,4,4/4/16 9:00,0.392101
Methylosmolene,5,4/4/16 9:00,0.342167
AGOC-3A,5,4/4/16 9:00,0.326221
AGOC-3A,9,4/4/16 9:00,0.305989
AGOC-3A,7,4/4/16 9:00,0.305275
Methylosmolene,6,4/4/16 9:00,0.288923
AGOC-3A,6,4/4/16 9:00,0.196369
AGOC-3A,1,4/4/16 9:00,0.191698
AGOC-3A,2,4/4/16 9:00,0.17739
Methylosmolene,1,4/4/16 9:00,0.170696
Chlorodinine,4,4/4/16 9:00,0.144023
AGOC-3A,4,4/4/16 9:00,0.139217
Chlorodinine,9,4/4/16 9:00,0.119649
Methylosmolene,9,4/4/16 9:00,0.119323
Methylosmolene,4,4/4/16 9:00,0.105488
Chlorodinine,8,4/4/16 9:00,0.0916765
Chlorodinine,5,4/4/16 9:00,0.0598551
Methylosmolene,2,4/4/16 9:00,0.0299803
Chlorodinine,6,4/4/16 10:00,11.4888
Methylosmolene,3,4/4/16 10:00,2.69606
Chlorodinine,3,4/4/16 10:00,1.67278
Methylosmolene,8,4/4/16 10:00,1.02845
Chlorodinine,8,4/4/16 10:00,1.0214
AGOC-3A,2,4/4/16 10:00,0.828766
Chlorodinine,7,4/4/16 10:00,0.720709
AGOC-3A,1,4/4/16 10:00,0.527053
AGOC-3A,5,4/4/16 10:00,0.494012
Methylosmolene,9,4/4/16 10:00,0.485874
Appluimonia,7,4/4/16 10:00,0.434364
Methylosmolene,5,4/4/16 10:00,0.412301
Appluimonia,8,4/4/16 10:00,0.408339
Appluimonia,3,4/4/16 10:00,0.392659
AGOC-3A,3,4/4/16 10:00,0.363233
Appluimonia,1,4/4/16 10:00,0.361413
Appluimonia,4,4/4/16 10:00,0.357169
AGOC-3A,9,4/4/16 10:00,0.313603
AGOC-3A,7,4/4/16 10:00,0.298853
Chlorodinine,1,4/4/16 10:00,0.270895
Chlorodinine,2,4/4/16 10:00,0.257989
Appluimonia,9,4/4/16 10:00,0.256057
Methylosmolene,4,4/4/16 10:00,0.249498
Chlorodinine,5,4/4/16 10:00,0.191223
Appluimonia,6,4/4/16 10:00,0.135999
Methylosmolene,7,4/4/16 10:00,0.1258
Appluimonia,5,4/4/16 10:00,0.124196
Appluimonia,2,4/4/16 10:00,0.107459
AGOC-3A,6,4/4/16 10:00,0.0688584
AGOC-3A,4,4/4/16 10:00,0.0673457
Methylosmolene,6,4/4/16 10:00,0.0616086
Methylosmolene,1,4/4/16 10:00,0.060316
Chlorodinine,9,4/4/16 10:00,0.053826
AGOC-3A,8,4/4/16 10:00,0.0512761
Chlorodinine,4,4/4/16 10:00,0.0225521
Methylosmolene,2,4/4/16 10:00,0.00999883
Chlorodinine,6,4/4/16 11:00,10.20275
Chlorodinine,3,4/4/16 11:00,3.21778
Appluimonia,3,4/4/16 11:00,2.20415
Chlorodinine,8,4/4/16 11:00,1.20701
Appluimonia,2,4/4/16 11:00,0.880426
Chlorodinine,7,4/4/16 11:00,0.859141
AGOC-3A,3,4/4/16 11:00,0.797084
AGOC-3A,6,4/4/16 11:00,0.601079
Methylosmolene,6,4/4/16 11:00,0.470618
Methylosmolene,3,4/4/16 11:00,0.44429
AGOC-3A,1,4/4/16 11:00,0.413839
Appluimonia,8,4/4/16 11:00,0.384865
Methylosmolene,2,4/4/16 11:00,0.370561
Methylosmolene,8,4/4/16 11:00,0.275418
Chlorodinine,9,4/4/16 11:00,0.2625
Methylosmolene,1,4/4/16 11:00,0.242366
AGOC-3A,7,4/4/16 11:00,0.235136
Appluimonia,7,4/4/16 11:00,0.223441
Methylosmolene,9,4/4/16 11:00,0.21431
Methylosmolene,5,4/4/16 11:00,0.210615
Appluimonia,9,4/4/16 11:00,0.197927
Chlorodinine,2,4/4/16 11:00,0.174079
Chlorodinine,4,4/4/16 11:00,0.173941
Chlorodinine,1,4/4/16 11:00,0.152708
Methylosmolene,4,4/4/16 11:00,0.145771
Appluimonia,4,4/4/16 11:00,0.143545
Appluimonia,6,4/4/16 11:00,0.134308
AGOC-3A,5,4/4/16 11:00,0.115016
Chlorodinine,5,4/4/16 11:00,0.0958374
AGOC-3A,8,4/4/16 11:00,0.0954448
Appluimonia,1,4/4/16 11:00,0.0569456
AGOC-3A,2,4/4/16 11:00,0.0541298
AGOC-3A,9,4/4/16 11:00,0.0539056
AGOC-3A,4,4/4/16 11:00,0.0244271
Appluimonia,5,4/4/16 11:00,0.0084962
Methylosmolene,7,4/4/16 11:00,0.00628601
Chlorodinine,6,4/4/16 12:00,10.89502
Chlorodinine,3,4/4/16 12:00,1.8165
Methylosmolene,3,4/4/16 12:00,1.25352
AGOC-3A,3,4/4/16 12:00,1.08486
Methylosmolene,7,4/4/16 12:00,0.976294
AGOC-3A,8,4/4/16 12:00,0.907769
Chlorodinine,8,4/4/16 12:00,0.844192
AGOC-3A,2,4/4/16 12:00,0.783768
Methylosmolene,8,4/4/16 12:00,0.707878
Appluimonia,2,4/4/16 12:00,0.630125
AGOC-3A,7,4/4/16 12:00,0.594331
Appluimonia,8,4/4/16 12:00,0.512113
AGOC-3A,4,4/4/16 12:00,0.497482
Chlorodinine,5,4/4/16 12:00,0.491599
Methylosmolene,9,4/4/16 12:00,0.399161
Chlorodinine,1,4/4/16 12:00,0.396243
Methylosmolene,2,4/4/16 12:00,0.374386
Chlorodinine,4,4/4/16 12:00,0.367115
Appluimonia,3,4/4/16 12:00,0.343202
Methylosmolene,1,4/4/16 12:00,0.30824
AGOC-3A,6,4/4/16 12:00,0.292953
AGOC-3A,1,4/4/16 12:00,0.284442
Appluimonia,9,4/4/16 12:00,0.269674
Methylosmolene,5,4/4/16 12:00,0.251046
Methylosmolene,6,4/4/16 12:00,0.247272
Appluimonia,4,4/4/16 12:00,0.185245
AGOC-3A,5,4/4/16 12:00,0.181883
Appluimonia,6,4/4/16 12:00,0.176224
Appluimonia,5,4/4/16 12:00,0.159354
Chlorodinine,7,4/4/16 12:00,0.136917
AGOC-3A,9,4/4/16 12:00,0.118808
Chlorodinine,9,4/4/16 12:00,0.111366
Appluimonia,1,4/4/16 12:00,0.0719589
Methylosmolene,4,4/4/16 12:00,0.0697194
Appluimonia,7,4/4/16 12:00,0.0100451
Chlorodinine,2,4/4/16 12:00,0.00291282
Chlorodinine,6,4/4/16 13:00,2.46398
Methylosmolene,3,4/4/16 13:00,1.85585
Appluimonia,2,4/4/16 13:00,1.80374
AGOC-3A,3,4/4/16 13:00,1.04719
AGOC-3A,8,4/4/16 13:00,0.93361
Chlorodinine,3,4/4/16 13:00,0.722847
Appluimonia,9,4/4/16 13:00,0.626364
Appluimonia,7,4/4/16 13:00,0.606026
Appluimonia,8,4/4/16 13:00,0.589488
AGOC-3A,2,4/4/16 13:00,0.584784
Chlorodinine,7,4/4/16 13:00,0.571112
AGOC-3A,9,4/4/16 13:00,0.521528
Methylosmolene,8,4/4/16 13:00,0.518909
Chlorodinine,2,4/4/16 13:00,0.517766
AGOC-3A,7,4/4/16 13:00,0.513997
Appluimonia,6,4/4/16 13:00,0.508569
AGOC-3A,6,4/4/16 13:00,0.486688
Methylosmolene,6,4/4/16 13:00,0.418854
Appluimonia,5,4/4/16 13:00,0.386285
Appluimonia,4,4/4/16 13:00,0.360778
Methylosmolene,1,4/4/16 13:00,0.341498
Methylosmolene,9,4/4/16 13:00,0.334413
Methylosmolene,7,4/4/16 13:00,0.325269
Chlorodinine,4,4/4/16 13:00,0.320192
Methylosmolene,5,4/4/16 13:00,0.287277
Appluimonia,3,4/4/16 13:00,0.235328
Chlorodinine,5,4/4/16 13:00,0.213528
AGOC-3A,5,4/4/16 13:00,0.211826
Methylosmolene,4,4/4/16 13:00,0.166886
Chlorodinine,8,4/4/16 13:00,0.160421
Chlorodinine,1,4/4/16 13:00,0.145533
AGOC-3A,1,4/4/16 13:00,0.101128
Appluimonia,1,4/4/16 13:00,0.0736291
Methylosmolene,2,4/4/16 13:00,0.0575798
AGOC-3A,4,4/4/16 13:00,0.0475791
Chlorodinine,9,4/4/16 13:00,0.0436219
Appluimonia,3,4/4/16 14:00,2.25334
Methylosmolene,3,4/4/16 14:00,1.90251
Chlorodinine,7,4/4/16 14:00,1.89827
Methylosmolene,7,4/4/16 14:00,1.01295
AGOC-3A,3,4/4/16 14:00,0.990346
Appluimonia,2,4/4/16 14:00,0.867208
Methylosmolene,6,4/4/16 14:00,0.657557
AGOC-3A,6,4/4/16 14:00,0.655433
AGOC-3A,4,4/4/16 14:00,0.603503
Methylosmolene,1,4/4/16 14:00,0.578426
AGOC-3A,8,4/4/16 14:00,0.5589
Methylosmolene,8,4/4/16 14:00,0.510205
Appluimonia,6,4/4/16 14:00,0.506447
Chlorodinine,6,4/4/16 14:00,0.49524
Appluimonia,8,4/4/16 14:00,0.479638
AGOC-3A,2,4/4/16 14:00,0.441887
Chlorodinine,5,4/4/16 14:00,0.414463
AGOC-3A,5,4/4/16 14:00,0.369206
AGOC-3A,1,4/4/16 14:00,0.32449
Chlorodinine,2,4/4/16 14:00,0.315172
Methylosmolene,4,4/4/16 14:00,0.304464
AGOC-3A,7,4/4/16 14:00,0.290476
Chlorodinine,3,4/4/16 14:00,0.243085
Methylosmolene,2,4/4/16 14:00,0.23986
Appluimonia,9,4/4/16 14:00,0.170665
Methylosmolene,9,4/4/16 14:00,0.157477
Chlorodinine,8,4/4/16 14:00,0.149793
Appluimonia,7,4/4/16 14:00,0.127898
Chlorodinine,1,4/4/16 14:00,0.123719
Appluimonia,5,4/4/16 14:00,0.0984913
Appluimonia,1,4/4/16 14:00,0.0962397
Chlorodinine,9,4/4/16 14:00,0.0924227
Methylosmolene,5,4/4/16 14:00,0.0196763
AGOC-3A,9,4/4/16 14:00,0.0153902
Chlorodinine,4,4/4/16 14:00,0.00891821
Appluimonia,4,4/4/16 14:00,0.00802068
AGOC-3A,3,4/4/16 15:00,2.62709
Chlorodinine,8,4/4/16 15:00,1.56875
Chlorodinine,3,4/4/16 15:00,1.43581
Chlorodinine,7,4/4/16 15:00,0.966027
AGOC-3A,7,4/4/16 15:00,0.833043
Methylosmolene,4,4/4/16 15:00,0.685234
Chlorodinine,2,4/4/16 15:00,0.634459
AGOC-3A,2,4/4/16 15:00,0.509816
Chlorodinine,6,4/4/16 15:00,0.439663
AGOC-3A,8,4/4/16 15:00,0.416023
Methylosmolene,9,4/4/16 15:00,0.371096
Appluimonia,2,4/4/16 15:00,0.346786
Appluimonia,5,4/4/16 15:00,0.31564
Chlorodinine,4,4/4/16 15:00,0.312198
Methylosmolene,2,4/4/16 15:00,0.305731
Methylosmolene,7,4/4/16 15:00,0.296254
Appluimonia,9,4/4/16 15:00,0.291317
Methylosmolene,6,4/4/16 15:00,0.288923
AGOC-3A,9,4/4/16 15:00,0.28149
AGOC-3A,6,4/4/16 15:00,0.280724
Appluimonia,8,4/4/16 15:00,0.262163
Chlorodinine,5,4/4/16 15:00,0.216774
Methylosmolene,1,4/4/16 15:00,0.210186
Methylosmolene,8,4/4/16 15:00,0.209409
Appluimonia,3,4/4/16 15:00,0.172425
Appluimonia,7,4/4/16 15:00,0.149218
Methylosmolene,5,4/4/16 15:00,0.137532
Appluimonia,4,4/4/16 15:00,0.132549
Methylosmolene,3,4/4/16 15:00,0.119768
Appluimonia,1,4/4/16 15:00,0.0774911
Appluimonia,6,4/4/16 15:00,0.0721281
Chlorodinine,9,4/4/16 15:00,0.0451131
AGOC-3A,5,4/4/16 15:00,0.0434764
AGOC-3A,1,4/4/16 15:00,0.0341182
AGOC-3A,4,4/4/16 15:00,0.0296967
Chlorodinine,1,4/4/16 15:00,0.0059734
Chlorodinine,3,4/4/16 16:00,2.3034
Appluimonia,3,4/4/16 16:00,2.25943
AGOC-3A,7,4/4/16 16:00,1.5973
Methylosmolene,3,4/4/16 16:00,1.10787
AGOC-3A,3,4/4/16 16:00,1.08087
AGOC-3A,8,4/4/16 16:00,1.06654
Appluimonia,6,4/4/16 16:00,0.905206
Chlorodinine,2,4/4/16 16:00,0.86826
Chlorodinine,8,4/4/16 16:00,0.859718
Methylosmolene,7,4/4/16 16:00,0.77049
Methylosmolene,4,4/4/16 16:00,0.495645
AGOC-3A,9,4/4/16 16:00,0.445903
Appluimonia,2,4/4/16 16:00,0.433119
AGOC-3A,1,4/4/16 16:00,0.400977
Appluimonia,9,4/4/16 16:00,0.395334
AGOC-3A,4,4/4/16 16:00,0.363263
Chlorodinine,6,4/4/16 16:00,0.361725
Methylosmolene,5,4/4/16 16:00,0.359366
AGOC-3A,5,4/4/16 16:00,0.34713
Appluimonia,1,4/4/16 16:00,0.297405
Methylosmolene,1,4/4/16 16:00,0.255452
Appluimonia,8,4/4/16 16:00,0.239848
AGOC-3A,6,4/4/16 16:00,0.237334
Appluimonia,7,4/4/16 16:00,0.213516
Chlorodinine,4,4/4/16 16:00,0.213481
Methylosmolene,2,4/4/16 16:00,0.178609
Methylosmolene,9,4/4/16 16:00,0.117561
Methylosmolene,8,4/4/16 16:00,0.114168
Chlorodinine,7,4/4/16 16:00,0.110829
Chlorodinine,1,4/4/16 16:00,0.107544
Chlorodinine,5,4/4/16 16:00,0.0999679
Appluimonia,5,4/4/16 16:00,0.0814404
AGOC-3A,2,4/4/16 16:00,0.0805245
Appluimonia,4,4/4/16 16:00,0.0525036
Chlorodinine,9,4/4/16 16:00,0.0280617
Methylosmolene,6,4/4/16 16:00,0.00141822
Methylosmolene,3,4/4/16 17:00,1.86155
Appluimonia,3,4/4/16 17:00,1.66213
Chlorodinine,3,4/4/16 17:00,1.51823
Appluimonia,2,4/4/16 17:00,0.816837
Methylosmolene,7,4/4/16 17:00,0.762852
Chlorodinine,4,4/4/16 17:00,0.699815
AGOC-3A,4,4/4/16 17:00,0.610793
Methylosmolene,6,4/4/16 17:00,0.570788
Chlorodinine,7,4/4/16 17:00,0.479435
AGOC-3A,8,4/4/16 17:00,0.463034
Chlorodinine,2,4/4/16 17:00,0.426415
Methylosmolene,9,4/4/16 17:00,0.413595
Appluimonia,6,4/4/16 17:00,0.406572
Methylosmolene,5,4/4/16 17:00,0.395897
AGOC-3A,3,4/4/16 17:00,0.38335
Methylosmolene,8,4/4/16 17:00,0.373834
Chlorodinine,6,4/4/16 17:00,0.340545
Chlorodinine,5,4/4/16 17:00,0.332235
AGOC-3A,5,4/4/16 17:00,0.325122
AGOC-3A,6,4/4/16 17:00,0.297132
Appluimonia,5,4/4/16 17:00,0.255071
AGOC-3A,1,4/4/16 17:00,0.240225
Methylosmolene,2,4/4/16 17:00,0.235649
Chlorodinine,8,4/4/16 17:00,0.234989
AGOC-3A,9,4/4/16 17:00,0.218485
AGOC-3A,2,4/4/16 17:00,0.199893
Appluimonia,1,4/4/16 17:00,0.170974
Chlorodinine,9,4/4/16 17:00,0.164666
Appluimonia,9,4/4/16 17:00,0.125526
Appluimonia,8,4/4/16 17:00,0.0725765
AGOC-3A,7,4/4/16 17:00,0.0642578
Appluimonia,7,4/4/16 17:00,0.0583046
Methylosmolene,1,4/4/16 17:00,0.0543649
Chlorodinine,1,4/4/16 17:00,0.0450096
Methylosmolene,4,4/4/16 17:00,0.0391163
Appluimonia,4,4/4/16 17:00,0.0192273
Chlorodinine,3,4/4/16 18:00,3.25932
Appluimonia,3,4/4/16 18:00,1.68566
Methylosmolene,3,4/4/16 18:00,1.24798
AGOC-3A,7,4/4/16 18:00,1.02659
Chlorodinine,7,4/4/16 18:00,0.987959
Appluimonia,7,4/4/16 18:00,0.862753
AGOC-3A,8,4/4/16 18:00,0.70759
Appluimonia,6,4/4/16 18:00,0.687456
Chlorodinine,4,4/4/16 18:00,0.641487
AGOC-3A,2,4/4/16 18:00,0.624656
Chlorodinine,6,4/4/16 18:00,0.547436
Methylosmolene,4,4/4/16 18:00,0.544449
Methylosmolene,6,4/4/16 18:00,0.345469
AGOC-3A,6,4/4/16 18:00,0.334133
Methylosmolene,8,4/4/16 18:00,0.323886
AGOC-3A,3,4/4/16 18:00,0.276129
Chlorodinine,2,4/4/16 18:00,0.25564
Appluimonia,1,4/4/16 18:00,0.211642
Appluimonia,8,4/4/16 18:00,0.204672
Methylosmolene,2,4/4/16 18:00,0.20409
Methylosmolene,1,4/4/16 18:00,0.19655
Methylosmolene,9,4/4/16 18:00,0.188113
Appluimonia,9,4/4/16 18:00,0.18196
AGOC-3A,9,4/4/16 18:00,0.148401
AGOC-3A,4,4/4/16 18:00,0.142765
Methylosmolene,5,4/4/16 18:00,0.133455
AGOC-3A,1,4/4/16 18:00,0.117561
Appluimonia,4,4/4/16 18:00,0.0931294
Chlorodinine,5,4/4/16 18:00,0.0728249
Methylosmolene,7,4/4/16 18:00,0.05119
Chlorodinine,9,4/4/16 18:00,0.0502049
Appluimonia,2,4/4/16 18:00,0.0494432
Chlorodinine,1,4/4/16 18:00,0.0444112
AGOC-3A,5,4/4/16 18:00,0.0382268
Appluimonia,5,4/4/16 18:00,0.0321246
Chlorodinine,8,4/4/16 18:00,0.0053154
Chlorodinine,3,4/4/16 19:00,3.64468
Appluimonia,3,4/4/16 19:00,1.26422
Chlorodinine,8,4/4/16 19:00,0.956769
Chlorodinine,7,4/4/16 19:00,0.906336
AGOC-3A,3,4/4/16 19:00,0.651834
Appluimonia,7,4/4/16 19:00,0.505551
Methylosmolene,6,4/4/16 19:00,0.50306
Appluimonia,8,4/4/16 19:00,0.484263
